epoch,step,test_accuracy,test_loss,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
0,4,,,,0.3125,,,
0,9,,,,0.25,,,
0,14,,,,0.4375,,,
0,19,,,,0.25,,,
0,24,,,,0.3125,,,
0,29,,,,0.28125,,,
0,34,,,,0.34375,,,
0,39,,,,0.28125,,,
0,44,,,,0.46875,,,
0,49,,,,0.375,,,
0,54,,,,0.4375,,,
0,59,,,,0.21875,,,
0,64,,,,0.28125,,,
0,69,,,,0.34375,,,
0,74,,,,0.375,,,
0,79,,,,0.375,,,
0,84,,,,0.3125,,,
0,89,,,,0.375,,,
0,94,,,,0.34375,,,
0,99,,,,0.4375,,,
0,104,,,,0.3125,,,
0,109,,,,0.46875,,,
0,114,,,,0.375,,,
0,119,,,,0.1875,,,
0,124,,,,0.1875,,,
0,129,,,,0.4375,,,
0,134,,,,0.25,,,
0,139,,,,0.28125,,,
0,144,,,,0.4375,,,
0,149,,,,0.3125,,,
0,154,,,,0.34375,,,
0,159,,,,0.4375,,,
0,164,,,,0.21875,,,
0,169,,,,0.375,,,
0,174,,,,0.5625,,,
0,179,,,,0.3125,,,
0,184,,,,0.3125,,,
0,189,,,,0.40625,,,
0,194,,,,0.40625,,,
0,199,,,,0.34375,,,
0,204,,,,0.25,,,
0,209,,,,0.25,,,
0,214,,,,0.375,,,
0,219,,,,0.28125,,,
0,224,,,,0.25,,,
0,229,,,,0.46875,,,
0,234,,,,0.3125,,,
0,239,,,,0.34375,,,
0,244,,,,0.25,,,
0,249,,,,0.4375,,,
0,254,,,,0.40625,,,
0,259,,,,0.28125,,,
0,264,,,,0.375,,,
0,269,,,,0.28125,,,
0,274,,,,0.25,,,
0,279,,,,0.34375,,,
0,284,,,,0.34375,,,
0,289,,,,0.28125,,,
0,294,,,,0.34375,,,
0,299,,,,0.28125,,,
0,304,,,,0.25,,,
0,309,,,,0.1875,,,
0,312,,,,,,0.3333333432674408,1.1006560325622559
0,312,,,0.33653366565704346,,1.0997154712677002,,
1,314,,,,0.46875,,,
1,319,,,,0.375,,,
1,324,,,,0.34375,,,
1,329,,,,0.375,,,
